State,SchoolDistrict,School,Grade,Course,Section,StudentID,StudentStateID,StudentFirstName,StudentLastName,TeacherID,TeacherFirstName,TeacherLastName,TeacherEmail,StudentGender,StudentBirthDate,StudentRace,MealStatus,EnglishProficiency,NativeLanguage,ServiceCode,PrimaryDisabilityType,IEPReading,IEPMath,IEPBehavior,GiftedAndTalented,Section504,Mobility
MN,DistrictName,SchoolName,11088,05Course,S11084,716876,S716876,Janey,Jones,28284,Jack,White,jack@district.com,F,12/21/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11089,05Course,S11085,716877,S716877,Janey,Jones,28285,Jack,White,jack@district.com,F,12/22/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11090,05Course,S11086,716878,S716878,Janey,Jones,28286,Jack,White,jack@district.com,F,12/23/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11091,05Course,S11087,716879,S716879,Janey,Jones,28287,Jack,White,jack@district.com,F,12/24/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11092,05Course,S11088,716880,S716880,Janey,Jones,28288,Jack,White,jack@district.com,F,12/25/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11093,05Course,S11089,716881,S716881,Janey,Jones,28289,Jack,White,jack@district.com,F,12/26/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11094,05Course,S11090,716882,S716882,Janey,Jones,28290,Jack,White,jack@district.com,F,12/27/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11095,05Course,S11091,716883,S716883,Janey,Jones,28291,Jack,White,jack@district.com,F,12/28/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11096,05Course,S11092,716884,S716884,Janey,Jones,28292,Jack,White,jack@district.com,F,12/29/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11097,05Course,S11093,716885,S716885,Janey,Jones,28293,Jack,White,jack@district.com,F,12/30/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11098,05Course,S11094,716886,S716886,Janey,Jones,28294,Jack,White,jack@district.com,F,12/31/2034,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11099,05Course,S11095,716887,S716887,Janey,Jones,28295,Jack,White,jack@district.com,F,1/1/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11100,05Course,S11096,716888,S716888,Janey,Jones,28296,Jack,White,jack@district.com,F,1/2/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11101,05Course,S11097,716889,S716889,Janey,Jones,28297,Jack,White,jack@district.com,F,1/3/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11102,05Course,S11098,716890,S716890,Janey,Jones,28298,Jack,White,jack@district.com,F,1/4/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11103,05Course,S11099,716891,S716891,Janey,Jones,28299,Jack,White,jack@district.com,F,1/5/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11104,05Course,S11100,716892,S716892,Janey,Jones,28300,Jack,White,jack@district.com,F,1/6/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11105,05Course,S11101,716893,S716893,Janey,Jones,28301,Jack,White,jack@district.com,F,1/7/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11106,05Course,S11102,716894,S716894,Janey,Jones,28302,Jack,White,jack@district.com,F,1/8/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11107,05Course,S11103,716895,S716895,Janey,Jones,28303,Jack,White,jack@district.com,F,1/9/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11108,05Course,S11104,716896,S716896,Janey,Jones,28304,Jack,White,jack@district.com,F,1/10/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11109,05Course,S11105,716897,S716897,Janey,Jones,28305,Jack,White,jack@district.com,F,1/11/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11110,05Course,S11106,716898,S716898,Janey,Jones,28306,Jack,White,jack@district.com,F,1/12/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11111,05Course,S11107,716899,S716899,Janey,Jones,28307,Jack,White,jack@district.com,F,1/13/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11112,05Course,S11108,716900,S716900,Janey,Jones,28308,Jack,White,jack@district.com,F,1/14/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11113,05Course,S11109,716901,S716901,Janey,Jones,28309,Jack,White,jack@district.com,F,1/15/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11114,05Course,S11110,716902,S716902,Janey,Jones,28310,Jack,White,jack@district.com,F,1/16/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11115,05Course,S11111,716903,S716903,Janey,Jones,28311,Jack,White,jack@district.com,F,1/17/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11116,05Course,S11112,716904,S716904,Janey,Jones,28312,Jack,White,jack@district.com,F,1/18/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11117,05Course,S11113,716905,S716905,Janey,Jones,28313,Jack,White,jack@district.com,F,1/19/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11118,05Course,S11114,716906,S716906,Janey,Jones,28314,Jack,White,jack@district.com,F,1/20/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11119,05Course,S11115,716907,S716907,Janey,Jones,28315,Jack,White,jack@district.com,F,1/21/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11120,05Course,S11116,716908,S716908,Janey,Jones,28316,Jack,White,jack@district.com,F,1/22/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11121,05Course,S11117,716909,S716909,Janey,Jones,28317,Jack,White,jack@district.com,F,1/23/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11122,05Course,S11118,716910,S716910,Janey,Jones,28318,Jack,White,jack@district.com,F,1/24/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11123,05Course,S11119,716911,S716911,Janey,Jones,28319,Jack,White,jack@district.com,F,1/25/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11124,05Course,S11120,716912,S716912,Janey,Jones,28320,Jack,White,jack@district.com,F,1/26/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11125,05Course,S11121,716913,S716913,Janey,Jones,28321,Jack,White,jack@district.com,F,1/27/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11126,05Course,S11122,716914,S716914,Janey,Jones,28322,Jack,White,jack@district.com,F,1/28/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11127,05Course,S11123,716915,S716915,Janey,Jones,28323,Jack,White,jack@district.com,F,1/29/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11128,05Course,S11124,716916,S716916,Janey,Jones,28324,Jack,White,jack@district.com,F,1/30/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11129,05Course,S11125,716917,S716917,Janey,Jones,28325,Jack,White,jack@district.com,F,1/31/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11130,05Course,S11126,716918,S716918,Janey,Jones,28326,Jack,White,jack@district.com,F,2/1/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11131,05Course,S11127,716919,S716919,Janey,Jones,28327,Jack,White,jack@district.com,F,2/2/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11132,05Course,S11128,716920,S716920,Janey,Jones,28328,Jack,White,jack@district.com,F,2/3/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11133,05Course,S11129,716921,S716921,Janey,Jones,28329,Jack,White,jack@district.com,F,2/4/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11134,05Course,S11130,716922,S716922,Janey,Jones,28330,Jack,White,jack@district.com,F,2/5/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11135,05Course,S11131,716923,S716923,Janey,Jones,28331,Jack,White,jack@district.com,F,2/6/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11136,05Course,S11132,716924,S716924,Janey,Jones,28332,Jack,White,jack@district.com,F,2/7/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11137,05Course,S11133,716925,S716925,Janey,Jones,28333,Jack,White,jack@district.com,F,2/8/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11138,05Course,S11134,716926,S716926,Janey,Jones,28334,Jack,White,jack@district.com,F,2/9/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11139,05Course,S11135,716927,S716927,Janey,Jones,28335,Jack,White,jack@district.com,F,2/10/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11140,05Course,S11136,716928,S716928,Janey,Jones,28336,Jack,White,jack@district.com,F,2/11/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11141,05Course,S11137,716929,S716929,Janey,Jones,28337,Jack,White,jack@district.com,F,2/12/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11142,05Course,S11138,716930,S716930,Janey,Jones,28338,Jack,White,jack@district.com,F,2/13/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11143,05Course,S11139,716931,S716931,Janey,Jones,28339,Jack,White,jack@district.com,F,2/14/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11144,05Course,S11140,716932,S716932,Janey,Jones,28340,Jack,White,jack@district.com,F,2/15/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11145,05Course,S11141,716933,S716933,Janey,Jones,28341,Jack,White,jack@district.com,F,2/16/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11146,05Course,S11142,716934,S716934,Janey,Jones,28342,Jack,White,jack@district.com,F,2/17/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11147,05Course,S11143,716935,S716935,Janey,Jones,28343,Jack,White,jack@district.com,F,2/18/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11148,05Course,S11144,716936,S716936,Janey,Jones,28344,Jack,White,jack@district.com,F,2/19/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11149,05Course,S11145,716937,S716937,Janey,Jones,28345,Jack,White,jack@district.com,F,2/20/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11150,05Course,S11146,716938,S716938,Janey,Jones,28346,Jack,White,jack@district.com,F,2/21/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11151,05Course,S11147,716939,S716939,Janey,Jones,28347,Jack,White,jack@district.com,F,2/22/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11152,05Course,S11148,716940,S716940,Janey,Jones,28348,Jack,White,jack@district.com,F,2/23/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11153,05Course,S11149,716941,S716941,Janey,Jones,28349,Jack,White,jack@district.com,F,2/24/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11154,05Course,S11150,716942,S716942,Janey,Jones,28350,Jack,White,jack@district.com,F,2/25/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11155,05Course,S11151,716943,S716943,Janey,Jones,28351,Jack,White,jack@district.com,F,2/26/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11156,05Course,S11152,716944,S716944,Janey,Jones,28352,Jack,White,jack@district.com,F,2/27/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11157,05Course,S11153,716945,S716945,Janey,Jones,28353,Jack,White,jack@district.com,F,2/28/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11158,05Course,S11154,716946,S716946,Janey,Jones,28354,Jack,White,jack@district.com,F,3/1/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11159,05Course,S11155,716947,S716947,Janey,Jones,28355,Jack,White,jack@district.com,F,3/2/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11160,05Course,S11156,716948,S716948,Janey,Jones,28356,Jack,White,jack@district.com,F,3/3/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11161,05Course,S11157,716949,S716949,Janey,Jones,28357,Jack,White,jack@district.com,F,3/4/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11162,05Course,S11158,716950,S716950,Janey,Jones,28358,Jack,White,jack@district.com,F,3/5/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11163,05Course,S11159,716951,S716951,Janey,Jones,28359,Jack,White,jack@district.com,F,3/6/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11164,05Course,S11160,716952,S716952,Janey,Jones,28360,Jack,White,jack@district.com,F,3/7/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11165,05Course,S11161,716953,S716953,Janey,Jones,28361,Jack,White,jack@district.com,F,3/8/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11166,05Course,S11162,716954,S716954,Janey,Jones,28362,Jack,White,jack@district.com,F,3/9/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11167,05Course,S11163,716955,S716955,Janey,Jones,28363,Jack,White,jack@district.com,F,3/10/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11168,05Course,S11164,716956,S716956,Janey,Jones,28364,Jack,White,jack@district.com,F,3/11/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11169,05Course,S11165,716957,S716957,Janey,Jones,28365,Jack,White,jack@district.com,F,3/12/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11170,05Course,S11166,716958,S716958,Janey,Jones,28366,Jack,White,jack@district.com,F,3/13/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11171,05Course,S11167,716959,S716959,Janey,Jones,28367,Jack,White,jack@district.com,F,3/14/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11172,05Course,S11168,716960,S716960,Janey,Jones,28368,Jack,White,jack@district.com,F,3/15/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11173,05Course,S11169,716961,S716961,Janey,Jones,28369,Jack,White,jack@district.com,F,3/16/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11174,05Course,S11170,716962,S716962,Janey,Jones,28370,Jack,White,jack@district.com,F,3/17/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11175,05Course,S11171,716963,S716963,Janey,Jones,28371,Jack,White,jack@district.com,F,3/18/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11176,05Course,S11172,716964,S716964,Janey,Jones,28372,Jack,White,jack@district.com,F,3/19/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11177,05Course,S11173,716965,S716965,Janey,Jones,28373,Jack,White,jack@district.com,F,3/20/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11178,05Course,S11174,716966,S716966,Janey,Jones,28374,Jack,White,jack@district.com,F,3/21/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11179,05Course,S11175,716967,S716967,Janey,Jones,28375,Jack,White,jack@district.com,F,3/22/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11180,05Course,S11176,716968,S716968,Janey,Jones,28376,Jack,White,jack@district.com,F,3/23/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11181,05Course,S11177,716969,S716969,Janey,Jones,28377,Jack,White,jack@district.com,F,3/24/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11182,05Course,S11178,716970,S716970,Janey,Jones,28378,Jack,White,jack@district.com,F,3/25/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11183,05Course,S11179,716971,S716971,Janey,Jones,28379,Jack,White,jack@district.com,F,3/26/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11184,05Course,S11180,716972,S716972,Janey,Jones,28380,Jack,White,jack@district.com,F,3/27/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11185,05Course,S11181,716973,S716973,Janey,Jones,28381,Jack,White,jack@district.com,F,3/28/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11186,05Course,S11182,716974,S716974,Janey,Jones,28382,Jack,White,jack@district.com,F,3/29/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11187,05Course,S11183,716975,S716975,Janey,Jones,28383,Jack,White,jack@district.com,F,3/30/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11188,05Course,S11184,716976,S716976,Janey,Jones,28384,Jack,White,jack@district.com,F,3/31/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11189,05Course,S11185,716977,S716977,Janey,Jones,28385,Jack,White,jack@district.com,F,4/1/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11190,05Course,S11186,716978,S716978,Janey,Jones,28386,Jack,White,jack@district.com,F,4/2/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11191,05Course,S11187,716979,S716979,Janey,Jones,28387,Jack,White,jack@district.com,F,4/3/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11192,05Course,S11188,716980,S716980,Janey,Jones,28388,Jack,White,jack@district.com,F,4/4/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11193,05Course,S11189,716981,S716981,Janey,Jones,28389,Jack,White,jack@district.com,F,4/5/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11194,05Course,S11190,716982,S716982,Janey,Jones,28390,Jack,White,jack@district.com,F,4/6/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11195,05Course,S11191,716983,S716983,Janey,Jones,28391,Jack,White,jack@district.com,F,4/7/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11196,05Course,S11192,716984,S716984,Janey,Jones,28392,Jack,White,jack@district.com,F,4/8/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11197,05Course,S11193,716985,S716985,Janey,Jones,28393,Jack,White,jack@district.com,F,4/9/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11198,05Course,S11194,716986,S716986,Janey,Jones,28394,Jack,White,jack@district.com,F,4/10/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11199,05Course,S11195,716987,S716987,Janey,Jones,28395,Jack,White,jack@district.com,F,4/11/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11200,05Course,S11196,716988,S716988,Janey,Jones,28396,Jack,White,jack@district.com,F,4/12/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11201,05Course,S11197,716989,S716989,Janey,Jones,28397,Jack,White,jack@district.com,F,4/13/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11202,05Course,S11198,716990,S716990,Janey,Jones,28398,Jack,White,jack@district.com,F,4/14/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11203,05Course,S11199,716991,S716991,Janey,Jones,28399,Jack,White,jack@district.com,F,4/15/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11204,05Course,S11200,716992,S716992,Janey,Jones,28400,Jack,White,jack@district.com,F,4/16/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11205,05Course,S11201,716993,S716993,Janey,Jones,28401,Jack,White,jack@district.com,F,4/17/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11206,05Course,S11202,716994,S716994,Janey,Jones,28402,Jack,White,jack@district.com,F,4/18/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11207,05Course,S11203,716995,S716995,Janey,Jones,28403,Jack,White,jack@district.com,F,4/19/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11208,05Course,S11204,716996,S716996,Janey,Jones,28404,Jack,White,jack@district.com,F,4/20/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11209,05Course,S11205,716997,S716997,Janey,Jones,28405,Jack,White,jack@district.com,F,4/21/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11210,05Course,S11206,716998,S716998,Janey,Jones,28406,Jack,White,jack@district.com,F,4/22/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11211,05Course,S11207,716999,S716999,Janey,Jones,28407,Jack,White,jack@district.com,F,4/23/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11212,05Course,S11208,717000,S717000,Janey,Jones,28408,Jack,White,jack@district.com,F,4/24/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11213,05Course,S11209,717001,S717001,Janey,Jones,28409,Jack,White,jack@district.com,F,4/25/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11214,05Course,S11210,717002,S717002,Janey,Jones,28410,Jack,White,jack@district.com,F,4/26/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11215,05Course,S11211,717003,S717003,Janey,Jones,28411,Jack,White,jack@district.com,F,4/27/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11216,05Course,S11212,717004,S717004,Janey,Jones,28412,Jack,White,jack@district.com,F,4/28/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11217,05Course,S11213,717005,S717005,Janey,Jones,28413,Jack,White,jack@district.com,F,4/29/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11218,05Course,S11214,717006,S717006,Janey,Jones,28414,Jack,White,jack@district.com,F,4/30/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11219,05Course,S11215,717007,S717007,Janey,Jones,28415,Jack,White,jack@district.com,F,5/1/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11220,05Course,S11216,717008,S717008,Janey,Jones,28416,Jack,White,jack@district.com,F,5/2/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11221,05Course,S11217,717009,S717009,Janey,Jones,28417,Jack,White,jack@district.com,F,5/3/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,11222,05Course,S11218,717010,S717010,Janey,Jones,28418,Jack,White,jack@district.com,F,5/4/2035,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
